Contact	Overhead
64000	183.83333333333334
128000	192.12594840667677
42500	185.08653846153845
106500	189.51188299817184
21000	181.15151515151516
85000	187.5949656750572
63500	183.83333333333334
127500	191.44461305007587
42000	185.4126213592233
106000	189.4981684981685
20500	187.23333333333332
84500	186.04827586206898
63000	183.83333333333334
127000	191.22205206738133
41500	185.16990291262135
105500	189.4981684981685
20000	182.8068181818182
84000	186.63488372093022
62500	188.3217665615142
126500	192.6273291925466
41000	185.16990291262135
105000	189.4981684981685
19500	186.38095238095238
83500	186.25407925407924
62000	187.39102564102564
126000	191.4937888198758
40500	185.16990291262135
104500	191.9143389199255
19000	185.25
83000	186.1118881118881
61500	187.38762214983714
125500	191.5404984423676
40000	192.33854166666666
104000	191.8512241054614
18500	185.25
82500	186.1118881118881
61000	186.11764705882354
125000	191.38785046728972
39500	188.8783068783069
103500	191.61596958174906
18000	185.25
82000	187.42253521126761
60500	186.07868852459018
124500	191.38785046728972
39000	188.43478260869566
103000	191.58620689655172
17500	183.4814814814815
81500	187.13776722090262
60000	186.07868852459018
124000	191.38785046728972
38500	189.96666666666667
102500	191.2898272552783
17000	173.39240506329114
81000	187.83050847457628
59500	186.07868852459018
123500	190.08255451713396
38000	189.25
102000	191.1573896353167
16500	179.11267605633802
80500	187.1829268292683
59000	183.98032786885247
123000	188.42121684867394
37500	189.25
101500	191.1573896353167
16000	183.56060606060606
80000	186.72303921568627
58500	185.41414141414143
122500	189.2306477093207
37000	189.25
101000	191.1573896353167
15500	184.015625
79500	187.1305418719212
58000	184.8976109215017
122000	190.1996805111821
36500	186.2111111111111
100500	195.72222222222223
15000	183.03125
79000	187.1305418719212
57500	185.75694444444446
121500	189.75718849840257
36000	199.12345679012347
100000	195.35470941883767
14500	183.03125
78500	187.1305418719212
57000	185.46689895470382
121000	189.7188498402556
35500	192.74074074074073
99500	193.42284569138278
14000	183.03125
78000	186.28571428571428
56500	185.30313588850174
120500	189.7188498402556
35000	189.82608695652175
99000	192.6546184738956
13500	189.66666666666666
77500	183.192118226601
56000	185.30313588850174
120000	189.53194888178913
34500	190.42138364779873
98500	192.1706827309237
13000	179.33962264150944
77000	186.82142857142858
55500	185.30313588850174
119500	189.60806451612902
34000	190.22641509433961
98000	192.1706827309237
12500	172.91836734693877
76500	184.91326530612244
55000	185.60357142857143
119000	188.49838187702267
33500	190.22641509433961
97500	192.1706827309237
12000	179.61363636363637
76000	183.9872448979592
54500	187.37269372693726
118500	190.63366336633663
33000	190.22641509433961
97000	191.6867469879518
11500	173.52272727272728
75500	184.64615384615385
54000	184.4169741697417
118000	190.39238410596028
32500	186.13375796178343
96500	191.60649087221094
11000	172.6818181818182
75000	184.64615384615385
53500	185.9436090225564
117500	190.14072847682118
32000	190.3108108108108
96000	190.52448979591836
10500	172.6818181818182
74500	188.5130890052356
53000	186.011320754717
117000	190.14072847682118
31500	194.47857142857143
95500	192.45114345114345
10000	172.6818181818182
74000	189.64973262032086
52500	186.011320754717
116500	190.14072847682118
31000	191.70714285714286
95000	192.47181628392485
9500	221.93103448275863
73500	186.7326203208556
52000	186.011320754717
116000	190.38333333333333
30500	191.75539568345323
94500	192.55439330543933
9000	180.82758620689654
73000	185.78706199460916
51500	184.34339622641508
115500	190.0924369747899
30000	191.75539568345323
94000	192.55439330543933
8500	162.8148148148148
72500	186.24795640326977
136500	191.66524216524218
51000	183.15708812260536
115000	191.33105802047783
29500	191.75539568345323
93500	192.55439330543933
8000	183.85714285714286
72000	186.6109589041096
136000	191.66524216524218
50500	188.58870967741936
114500	190.82534246575344
29000	188.41007194244605
