Contact	Overhead
93000	192.32
7500	186.6
71500	186.5917808219178
135500	191.66524216524218
50000	186.18145161290323
114000	190.30993150684932
28500	178.9208633093525
92500	189.63368421052633
7000	186.6
71000	186.5917808219178
135000	193.4935064935065
49500	186.53658536585365
113500	190.1986301369863
28000	181.5151515151515
92000	188.1522198731501
6500	186.6
70500	186.25479452054793
134500	193.6793002915452
49000	186.40243902439025
113000	190.1986301369863
27500	181.2248062015504
91500	188.29424307036248
6000	172.94444444444446
70000	186.03621169916434
134000	192.83308931185945
48500	186.40243902439025
112500	190.1986301369863
27000	178.7829457364341
91000	188.37901498929335
5500	147.07142857142858
69500	186.02549575070822
133500	193.32005899705015
48000	186.40243902439025
112000	189.27491408934708
26500	180.9291338582677
90500	188.2762312633833
5000	210.0
69000	186.68103448275863
133000	193.14032496307237
47500	181.6341463414634
111500	188.58304498269896
26000	180.9291338582677
90000	188.2762312633833
4500	101.25
68500	187.1710144927536
132500	193.04431314623338
47000	178.8360655737705
111000	189.0646853146853
25500	180.9291338582677
89500	188.0642398286938
4000	NaN
68000	186.8927536231884
132000	193.04431314623338
46500	184.26724137931035
110500	189.7989417989418
25000	177.6209677419355
89000	186.38793103448276
3500	NaN
67500	186.8927536231884
131500	193.04431314623338
46000	182.87445887445887
110000	189.71201413427562
24500	180.0695652173913
88500	188.41059602649005
3000	NaN
67000	186.8927536231884
131000	191.98222222222222
45500	182.7913043478261
109500	189.69081272084804
24000	188.2952380952381
88000	186.92920353982302
2500	NaN
66500	186.03206997084547
130500	190.13777777777779
45000	182.7913043478261
109000	189.69081272084804
23500	184.1346153846154
87500	186.3769401330377
2000	NaN
66000	183.6656891495601
130000	192.07843137254903
44500	182.7913043478261
108500	189.69081272084804
23000	182.10576923076923
87000	185.86474501108648
1500	NaN
65500	182.8041543026706
129500	192.4795144157815
44000	185.4932735426009
108000	189.72857142857143
22500	182.08653846153845
86500	185.86474501108648
1000	NaN
65000	184.13897280966768
129000	192.12594840667677
43500	184.56422018348624
107500	188.86690647482015
22000	182.08653846153845
86000	185.86474501108648
500	NaN
64500	183.9212121212121
128500	192.12594840667677
43000	182.3813953488372
107000	189.68670309653916
21500	181.54807692307693
85500	186.7443946188341

