Contact	NrofDelivered
64000	54.276315789473685
128000	52.551834130781494
42500	49.760765550239235
106500	51.40977443609023
21000	52.10526315789473
85000	52.27272727272727
63500	54.276315789473685
127500	52.551834130781494
42000	49.282296650717704
106000	53.216374269005854
20500	47.368421052631575
84500	52.03349282296651
63000	54.276315789473685
127000	52.07336523125997
41500	54.21052631578947
105500	53.216374269005854
20000	46.31578947368421
84000	51.43540669856459
62500	52.13815789473685
126500	51.355661881977674
41000	54.21052631578947
105000	53.216374269005854
19500	44.21052631578947
83500	51.31578947368421
62000	51.31578947368421
126000	51.355661881977674
40500	54.21052631578947
104500	52.33918128654971
19000	55.26315789473685
83000	53.75939849624061
61500	50.49342105263158
125500	51.196172248803826
40000	50.526315789473685
104000	51.75438596491229
18500	55.26315789473685
82500	53.75939849624061
61000	50.32894736842105
125000	52.79605263157895
39500	49.73684210526316
103500	51.267056530214425
18000	55.26315789473685
82000	53.383458646616546
60500	53.50877192982456
124500	52.79605263157895
39000	48.421052631578945
103000	50.877192982456144
17500	53.289473684210535
81500	52.75689223057645
60000	53.50877192982456
124000	52.79605263157895
38500	47.368421052631575
102500	50.77972709551657
17000	51.973684210526315
81000	51.75438596491229
59500	53.50877192982456
123500	52.79605263157895
38000	52.63157894736842
102000	52.73279352226721
16500	46.71052631578947
80500	51.37844611528822
59000	53.50877192982456
123000	52.713815789473685
37500	52.63157894736842
101500	52.73279352226721
16000	43.42105263157895
80000	51.127819548872175
58500	52.10526315789473
122500	52.05592105263158
37000	52.63157894736842
101000	52.73279352226721
15500	42.10526315789473
79500	53.421052631578945
58000	51.40350877192983
122000	51.48026315789473
36500	52.63157894736842
100500	51.012145748987855
15000	56.14035087719298
79000	53.421052631578945
57500	50.526315789473685
121500	51.48026315789473
36000	47.368421052631575
100000	50.506072874493924
14500	56.14035087719298
78500	53.421052631578945
57000	50.35087719298246
121000	53.140916808149406
35500	47.368421052631575
99500	50.506072874493924
14000	56.14035087719298
78000	53.421052631578945
56500	53.94736842105263
120500	53.140916808149406
35000	47.07602339181287
99000	50.40485829959515
13500	50.0
77500	53.421052631578945
56000	53.94736842105263
120000	53.140916808149406
34500	46.49122807017544
98500	52.421052631578945
13000	46.49122807017544
77000	51.578947368421055
55500	53.94736842105263
119500	52.63157894736842
34000	52.30263157894737
98000	52.421052631578945
12500	42.98245614035088
76500	51.578947368421055
55000	52.63157894736842
119000	52.46179966044142
33500	52.30263157894737
97500	52.421052631578945
12000	38.59649122807017
76000	51.578947368421055
54500	50.93984962406015
118500	51.44312393887945
33000	52.30263157894737
97000	52.421052631578945
11500	38.59649122807017
75500	54.016620498614955
54000	50.93984962406015
118000	51.273344651952456
32500	51.64473684210527
96500	51.89473684210526
11000	57.89473684210527
75000	54.016620498614955
53500	50.0
117500	52.98245614035088
32000	48.68421052631579
96000	51.578947368421055
10500	57.89473684210527
74500	52.90858725761773
53000	53.64372469635627
117000	52.98245614035088
31500	46.05263157894737
95500	50.63157894736842
10000	57.89473684210527
74000	51.8005540166205
52500	53.64372469635627
116500	52.98245614035088
31000	46.05263157894737
95000	50.421052631578945
9500	38.15789473684211
73500	51.8005540166205
52000	53.64372469635627
116000	52.63157894736842
30500	52.255639097744364
94500	52.41228070175439
9000	38.15789473684211
73000	51.38504155124654
51500	53.64372469635627
115500	52.19298245614035
30000	52.255639097744364
94000	52.41228070175439
8500	35.526315789473685
72500	50.83102493074792
136500	52.78195488721804
51000	52.834008097166
115000	51.40350877192983
29500	52.255639097744364
93500	52.41228070175439
8000	27.631578947368425
72000	50.55401662049861
136000	52.78195488721804
50500	50.20242914979757
114500	51.2280701754386
29000	52.255639097744364
93000	52.083333333333336
