Contact	NrofDelivered
64000	44.78947368421053
128000	43.92912975508077
42500	44.1786283891547
106500	44.76817042606516
21000	42.598684210526315
85000	44.893951296150824
63500	44.78947368421053
127500	44.26315789473684
42000	43.70015948963317
106000	45.275840202916925
20500	41.61184210526316
84500	45.494417862838915
63000	45.327604726100965
127000	43.973684210526315
41500	44.57236842105263
105500	44.76854787571338
20000	43.859649122807014
84000	45.09569377990431
62500	44.41460794844254
126500	44.23179160021265
41000	43.66776315789473
105000	44.73684210526316
19500	41.40350877192983
83500	44.81658692185008
62000	44.19978517722878
126000	44.23179160021265
40500	45.07640067911714
104500	44.99358151476252
19000	43.233082706766915
83000	45.26315789473684
61500	44.68201754385965
125500	44.09888357256778
40000	43.803056027164686
104000	44.70474967907574
18500	42.29323308270676
82500	45.02024291497976
61000	44.57236842105263
125000	44.30719656283566
39500	43.378607809847196
103500	45.09421702404158
18000	41.35338345864661
82000	45.39473684210527
60500	45.40873460246361
124500	44.17293233082707
39000	43.859649122807014
103000	44.86679662118259
17500	43.31983805668016
81500	45.23026315789473
60000	44.120940649496085
124000	43.9312567132116
38500	42.80701754385965
102500	44.671864847303446
17000	42.91497975708502
81000	44.77796052631579
59500	44.120940649496085
123500	44.30276722734672
38000	44.1016333938294
102000	45.16447368421053
16500	44.73684210526316
80500	45.363408521303256
59000	44.62242562929062
123000	44.24850786760716
37500	42.92196007259528
101500	44.9671052631579
16000	42.10526315789473
80000	44.987468671679196
58500	44.107551487414185
122500	44.54495614035088
37000	42.55898366606171
101000	45.20319786808794
15500	40.35087719298245
79500	45.331069609507644
58000	44.56140350877193
122000	44.051535087719294
36500	43.796992481203006
100500	44.7035309793471
15000	43.54066985645933
79000	44.60950764006791
57500	43.684210526315795
121500	44.051535087719294
36000	42.01127819548872
100000	44.53697534976682
14500	41.38755980861244
78500	44.354838709677416
57000	43.50877192982456
121000	44.40443213296399
35500	43.567251461988306
99500	45.10796221322537
14000	43.94736842105263
78000	45.038826574633305
56500	44.37799043062201
120500	44.127423822714675
35000	43.46978557504873
99000	44.9055330634278
13500	41.8421052631579
77500	44.99568593615185
56000	44.25837320574163
120000	44.42889137737962
34500	42.39766081871345
98500	45.28366370471634
13000	41.05263157894737
77000	44.47799827437446
55500	44.981640146878824
119500	44.23292273236282
34000	43.825910931174086
98000	45.146958304853044
12500	43.859649122807014
76500	45.219298245614034
55000	44.49204406364749
119000	44.09294512877939
33500	43.117408906882595
97500	44.90772385509227
12000	41.228070175438596
76000	45.219298245614034
54500	43.94124847001224
118500	44.284097340124504
33000	44.315789473684205
97000	45.3601108033241
11500	40.35087719298245
75500	45.673505798394295
54000	44.92481203007519
118000	44.05772495755518
32500	44.10526315789474
96500	45.0831024930748
11000	42.43421052631579
75000	45.36128456735058
53500	44.17293233082707
117500	44.450800915331804
32000	43.15789473684211
96000	44.94459833795014
10500	40.78947368421053
74500	45.28130671506352
53000	45.186136071887034
117000	44.422196796338675
31500	43.31140350877193
95500	45.228070175438596
10000	46.2406015037594
74000	44.827586206896555
52500	43.45314505776637
116500	44.221967963386724
31000	43.31140350877193
95000	44.98245614035088
9500	38.721804511278194
73500	44.78221415607985
52000	43.45314505776637
116000	44.56333140543667
30500	44.50800915331808
94500	45.37695590327169
9000	38.721804511278194
73000	45.475530932594644
51500	44.473684210526315
115500	44.30306535569694
30000	43.36384439359268
94000	45.16358463726885
8500	42.98245614035088
72500	45.06001846722069
136500	44.36792916871618
51000	43.815789473684205
115000	44.61988304093567
29500	42.79176201372998
93500	44.843527738264584
8000	36.84210526315789
72000	44.87534626038781
136000	44.09739301524841
50500	44.197031039136306
114500	44.26900584795322
29000	43.66028708133971
93000	45.0252343186734
7500	39.473684210526315
71500	45.11278195488722
135500	44.072798819478606
50000	44.197031039136306
114000	44.26900584795322
28500	43.66028708133971
92500	45.0252343186734
7000	36.31578947368421
71000	44.87781954887218
135000	44.16583912611718
49500	43.792172739541165
113500	44.76641040804258
28000	44.73684210526316
92000	45.57748538011696
6500	32.10526315789474
70500	45.59808612440192
134500	43.9175769612711
49000	44.94459833795014
113000	44.52986398580722
27500	44.11027568922306
91500	45.39473684210527
6000	38.15789473684211
70000	44.97607655502392
134000	44.26065162907268
48500	44.04432132963989
112500	44.29331756357185
27000	44.11027568922306
91000	45.10233918128655
5500	34.21052631578947
69500	44.641148325358856
133500	44.11027568922306
48000	44.807965860597434
112000	44.64712918660287
26500	45.0
90500	45.32987398072647
5000	35.08771929824561
69000	44.9317738791423
133000	44.06015037593985
47500	44.807965860597434
111500	44.49760765550239
26000	43.28947368421053
