Message ID 	 Delay
M2074	215.10
M2048	815.60
M2032	816.00
M2038	829.10
M2075	229.30
M2024	998.70
M2020	999.00
M2044	999.20
M2043	999.50
M2073	400.00
M2023	1000.40
M2051	1000.70
M2070	401.20
M2031	1001.50
M2025	1021.60
M2026	1021.80
M2065	422.40
M2076	502.30
M2081	605.40
M2080	605.90
M2069	844.20
M2067	844.80
M2113	245.40
M2066	845.90
M2063	846.40
M2079	1103.80
M2068	1104.10
M2062	1104.30
M2072	1105.00
M2103	505.60
M2059	1106.10
M2119	605.20
M2110	605.50
M2111	606.10
M2106	606.80
M2108	607.30
M2112	607.70
M2105	793.30
M2149	241.40
M2109	842.10
M2118	842.50
M2101	942.20
M2114	942.80
M2117	943.10
M2150	396.00
M2157	396.50
M2148	397.10
M2104	997.60
M2121	998.20
M2146	398.70
M2152	493.10
M2145	610.50
M2189	250.90
M2187	345.10
M2156	945.80
M2163	946.10
M2143	946.80
M2142	947.00
M2147	947.30
M2188	347.60
M2155	1144.50
M2190	544.90
M2139	1145.30
M2186	557.00
M2184	557.50
M2195	558.00
M2135	1158.80
M2158	1159.50
M2159	1159.80
M2165	1160.10
M2137	1160.40
M2138	1160.90
M2134	1161.40
M2140	1182.40
M2179	583.10
M2185	715.70
M2226	116.00
M2194	716.70
M2200	761.30
M2201	761.60
M2183	766.70
M2181	767.10
M2225	368.20
M2177	1000.20
M2227	400.70
M2193	1001.30
M2178	1002.00
M2224	438.70
M2182	1039.10
M2217	649.50
M2228	685.10
M2265	103.00
M2232	727.40
M2264	127.60
M2233	728.00
M2223	728.60
M2270	618.20
M2262	618.70
M2258	619.00
M2263	619.30
M2253	775.40
M2266	776.00
M2269	776.40
M2271	776.90
M2255	777.60
M2260	778.10
M2277	790.40
M2302	191.10
M2303	280.10
M2304	600.90
M2297	730.40
M2309	731.00
M2298	731.60
M2291	732.00
M2290	732.30
M2293	732.50
M2314	1021.30
M2340	421.90
M2311	1022.30
M2289	1022.70
M2336	422.90
M2296	1023.40
M2315	1023.90
M2338	424.60
M2299	1025.30
M2308	1025.60
M2301	1026.20
M2295	1026.40
M2339	471.70
M2300	1072.40
M2317	1072.70
M2341	562.00
M2331	562.60
M2292	1163.30
M2287	1163.90
M2307	1164.30
M2334	602.90
M2347	603.20
M2379	196.30
M2335	796.70
M2337	812.20
M2333	812.40
M2353	814.40
M2378	214.70
M2377	215.20
M2346	815.60
M2349	874.10
M2352	874.50
M2329	1037.90
M2342	1038.50
M2345	1039.00
M2375	506.00
M2376	506.30
M2380	595.70
M2415	259.30
M2374	859.70
M2390	860.00
M2384	860.60
M2416	260.90
M2391	861.60
M2371	862.00
M2372	862.70
M2385	863.30
M2369	896.10
M2417	296.80
M2366	938.30
M2383	938.80
M2367	939.50
M2368	939.70
M2423	572.90
M2365	1173.50
M2422	573.90
M2386	1174.10
M2387	1174.50
M2418	637.40
M2407	808.00
M2455	208.60
M2412	834.50
M2428	835.20
M2411	835.80
M2429	836.30
M2454	236.80
M2405	876.70
M2452	548.80
M2453	549.00
M2460	549.40
M2430	1149.60
M2403	1150.20
M2424	1150.60
M2456	717.50
M2443	718.00
M2445	718.70
M2461	719.00
M2442	719.30
M2450	720.00
M2448	720.60
M2447	946.10
M2466	946.50
M2488	414.50
M2499	414.80
M2467	1015.50
M2438	1015.70
M2490	416.10
M2441	1016.70
M2492	417.20
M2469	1017.80
M2498	593.80
M2489	594.50
M2486	981.00
M2530	381.30
M2505	981.60
M2528	382.10
M2485	982.50
M2529	382.80
M2536	383.00
M2504	983.30
M2531	393.10
M2494	993.70
M2487	994.30
M2483	994.50
M2480	1104.60
M2497	1105.00
M2500	1105.60
M2477	1106.30
M2526	627.70
M2537	628.30
M2527	628.60
M2532	674.80
M2523	818.70
M2568	219.30
M2566	396.30
M2567	396.70
M2518	1027.50
M2522	1027.70
M2569	427.90
M2559	428.40
M2564	439.00
M2545	1039.20
M2539	1039.90
M2517	1040.10
M2542	1040.40
M2563	440.60
M2575	440.90
M2561	618.60
M2580	619.10
M2574	619.30
M2562	619.80
M2570	879.80
M2558	880.20
M2573	880.40
M2557	881.00
M2576	1100.30
M2555	1100.50
M2552	1100.90
M2553	1101.50
M2608	502.10
M2556	1102.70
M2581	1103.00
M2551	1103.20
M2619	758.60
M2618	758.90
M2612	759.30
M2599	759.80
M2605	760.20
M2613	760.60
M2602	760.90
M2604	761.20
M2601	761.40
M2606	762.10
M2597	979.90
M2643	383.30
M2650	383.80
M2603	984.00
M2645	391.30
M2651	634.20
M2637	634.70
M2638	634.90
M2640	665.40
M2635	694.00
M2646	694.40
M2682	122.70
M2683	253.00
M2652	949.80
M2656	950.50
M2678	350.80
M2681	351.40
M2631	952.10
M2642	952.70
M2659	1103.40
M2680	503.80
M2689	504.40
M2648	1104.80
M2679	505.00
M2628	1105.50
M2694	505.70
M2632	1188.70
M2629	1188.90
M2649	1189.20
M2633	1189.60
M2675	763.20
M2676	763.80
M2688	764.10
M2720	164.50
M2677	764.90
M2673	814.30
M2684	814.50
M2721	215.10
M2718	420.40
M2669	1020.80
M2719	421.50
M2670	1026.60
M2671	1027.30
M2727	661.00
M2716	661.40
M2711	1049.60
M2722	1050.20
M2759	450.60
M2709	1051.10
M2754	633.50
M2770	634.10
M2752	634.30
M2758	634.80
M2757	635.50
M2756	636.00
M2765	636.40
M2764	636.80
M2760	719.80
M2797	120.20
M2751	792.60
M2771	792.90
M2749	830.50
M2753	831.00
M2747	831.70
M2748	832.20
M2796	257.40
M2792	422.50
M2755	1023.20
M2766	1023.90
M2803	424.50
M2794	424.70
M2745	1025.20
M2785	744.70
M2790	745.40
M2801	745.90
M2798	746.40
M2787	746.70
M2784	747.10
M2808	859.70
M2833	259.90
M2802	860.60
M2788	861.10
M2809	861.40
M2834	262.00
M2793	862.20
M2836	545.30
M2783	1180.20
M2829	580.50
M2830	580.90
M2840	594.60
M2841	595.20
M2832	595.40
M2828	595.90
M2831	596.30
M2825	691.00
M2873	138.20
M2872	192.70
M2827	793.30
M2846	911.20
M2847	911.70
M2823	1025.00
M2842	1039.60
M2879	440.00
M2821	1040.70
M2870	440.90
M2868	441.20
M2878	660.60
M2865	661.30
M2871	661.90
M2869	662.60
M2863	739.20
M2874	739.70
M2911	140.00
M2867	783.90
M2884	784.50
M2885	785.20
M2910	185.50
M2862	991.40
M2861	992.00
M2877	992.60
M2860	993.10
M2909	632.90
M2905	633.20
M2908	633.40
M2917	633.70
M2906	634.10
M2904	634.70
M2903	829.90
M2923	830.10
M2922	830.40
