Message ID 	 Delay
M851	1099.80
M895	500.00
M894	500.60
M893	501.10
M855	1101.50
M896	502.10
M845	1102.50
M898	515.00
M934	93.10
M935	208.70
M887	809.00
M908	820.90
M891	821.60
M892	822.20
M888	822.90
M886	823.10
M889	823.60
M902	861.40
M909	861.90
M933	262.50
M932	404.50
M931	513.70
M883	1114.10
M904	1114.60
M941	701.40
M940	702.10
M946	702.50
M972	103.00
M930	703.50
M928	703.80
M927	704.10
M973	213.80
M925	814.40
M924	815.10
M923	815.80
M929	816.20
M947	870.80
M971	271.40
M926	871.90
M970	561.80
M978	562.50
M969	563.00
M974	661.40
M979	661.70
M968	662.10
M967	662.70
M1010	182.50
M960	782.90
M965	783.50
M964	783.80
M985	784.10
M984	784.70
M966	785.40
M1011	196.30
M977	888.80
M1012	486.60
M961	1087.20
M963	1087.70
M1049	255.40
M1001	856.00
M1017	977.20
M995	977.40
M1022	978.00
M1039	378.40
M1008	978.80
M1004	979.30
M1005	979.70
M1006	980.00
M1007	980.60
M1000	980.90
M1002	981.20
M1016	984.20
M1018	984.80
M1023	985.20
M1009	985.80
M1048	386.10
M1046	386.50
M1003	987.10
M1047	387.80
M1054	567.10
M1040	608.50
M1042	609.00
M1060	807.70
M1061	807.90
M1041	808.10
M1086	208.60
M1050	933.30
M1087	333.60
M1037	959.70
M1038	960.20
M1055	960.50
M1036	961.10
M1044	961.60
M1043	962.00
M1093	391.30
M1057	991.80
M1035	992.30
M1084	392.90
M1085	393.20
M1092	635.90
M1083	636.10
M1077	817.00
M1125	217.30
M1081	818.00
M1082	818.70
M1088	818.90
M1099	918.80
M1095	919.40
M1098	920.00
M1101	920.30
M1079	920.60
M1080	921.10
M1123	321.40
M1124	322.00
M1122	400.90
M1118	496.70
M1119	497.00
M1091	1097.60
M1071	1098.00
M1078	1098.30
M1073	1098.80
M1074	1099.20
M1131	499.50
M1120	499.90
M1126	612.40
M1137	796.80
M1116	797.20
M1117	797.70
M1162	198.20
M1163	270.00
M1136	1108.50
M1139	1108.90
M1133	1109.40
M1130	1109.90
M1112	1110.50
M1129	1110.80
M1160	511.50
M1121	1111.70
M1168	512.30
M1161	512.70
M1132	1144.20
M1108	1144.70
M1109	1145.30
M1114	1146.00
M1111	1146.70
M1157	547.10
M1151	547.50
M1153	547.80
M1158	975.00
M1159	975.70
M1170	976.30
M1171	976.60
M1154	976.90
M1198	377.40
M1176	978.00
M1155	978.60
M1156	979.10
M1174	979.70
M1175	979.90
M1207	380.20
M1169	980.90
M1149	981.40
M1200	381.70
M1191	520.10
M1152	1120.70
M1147	1120.90
M1167	1121.30
M1164	1121.90
M1239	114.70
M1202	715.00
M1201	715.30
M1238	154.40
M1199	755.10
M1197	755.70
M1206	755.90
M1213	965.00
M1192	965.40
M1193	965.80
M1212	966.00
M1194	966.70
M1195	967.20
M1196	967.90
M1205	968.50
M1187	1113.20
M1188	1113.70
M1237	514.20
M1232	514.50
M1208	1115.10
M1244	515.40
M1240	588.60
M1229	624.70
M1245	625.20
M1251	784.00
M1236	784.30
M1276	184.80
M1230	785.30
M1275	366.50
M1274	366.80
M1252	967.20
M1233	1058.50
M1234	1058.70
M1225	1122.50
M1222	1123.10
M1223	1123.80
M1273	524.20
M1246	1124.50
M1247	1125.20
M1270	605.10
M1271	605.60
M1272	605.80
M1268	606.30
M1282	606.60
M1283	606.80
M1267	705.20
M1315	105.70
M1277	706.10
M1278	706.50
M1310	666.50
M1305	667.20
M1306	667.80
M1309	668.10
M1321	668.60
M1307	717.70
M1308	718.10
M1312	718.40
M1313	718.90
M1314	719.20
M1352	119.50
M1327	720.20
M1326	720.60
M1320	720.80
M1311	898.50
M1351	299.00
M1316	1123.00
M1319	1123.60
M1329	1124.20
M1323	1124.90
M1302	1125.30
M1347	525.80
M1303	1126.50
M1304	1127.10
M1343	527.40
M1322	1128.10
M1345	587.40
M1346	587.70
M1348	588.30
M1344	588.50
M1358	589.00
M1359	589.20
M1350	589.40
M1364	589.80
M1353	667.50
M1354	667.80
M1391	173.40
M1386	300.40
M1390	300.80
M1365	901.00
M1389	664.20
M1388	664.60
M1383	665.00
M1396	665.30
M1402	665.90
M1428	178.10
M1403	778.40
M1382	778.90
M1378	855.90
M1429	256.40
M1385	856.80
M1381	857.30
M1397	857.80
M1392	858.50
M1427	326.50
M1387	926.70
M1434	384.60
M1398	985.00
M1377	985.20
M1426	385.50
M1405	985.80
M1422	668.80
M1466	69.20
M1423	669.50
M1424	670.20
M1420	670.60
M1421	671.00
M1435	671.40
M1440	671.70
M1441	672.20
M1419	759.80
M1430	760.30
M1467	160.90
M1462	587.20
M1463	587.80
M1464	588.20
M1465	588.60
M1461	589.30
M1473	589.90
M1472	590.60
M1468	644.80
M1457	669.50
M1458	670.10
M1459	779.40
M1478	779.90
M1479	780.50
M1504	181.20
M1503	242.80
M1460	843.30
M1455	929.50
M1471	929.80
M1505	350.70
M1510	402.90
M1511	403.30
M1500	403.70
M1502	404.20
M1506	549.40
M1499	1004.20
M1495	1004.40
M1496	1004.70
M1497	1005.00
M1498	1005.70
M1493	1006.20
M1494	1006.40
M1543	406.70
M1501	1007.10
M1516	1007.40
M1517	1008.00
M1491	1026.50
M1492	1026.90
M1548	427.50
M1549	428.00
M1509	1028.50
M1540	429.10
M1541	429.80
M1542	430.10
M1512	1030.60
M1513	1031.10
M1483	1031.80
M1544	492.80
M1507	1093.00
M1536	530.00
M1519	1130.40
M1535	726.50
M1580	127.00
M1539	797.30
M1534	797.70
M1554	798.10
M1537	990.20
M1538	990.70
M1533	991.10
M1530	991.60
M1531	992.20
M1547	992.70
M1576	403.50
M1578	404.00
M1587	404.30
M1555	1004.50
M1557	1004.90
M1550	1005.50
M1526	1006.00
M1527	1006.40
M1529	1006.70
M1619	112.90
M1571	713.50
M1581	713.70
M1582	714.30
M1579	728.10
M1572	728.30
M1573	728.50
M1586	729.00
M1592	729.40
M1577	798.20
M1574	825.60
M1575	826.10
M1569	826.60
M1595	1082.00
