Contact	Overhead
64000	147.88726513569938
128000	151.51894736842107
42500	148.41747572815535
106500	148.1967721911856
21000	150.2762237762238
85000	147.87597503900156
63500	146.62526096033403
127500	151.0510795155345
42000	148.37806873977087
106000	147.60931677018633
20500	150.67625899280574
84500	147.36875
63000	146.18134171907758
127000	151.22245762711864
41500	148.08250825082507
105500	148.55311125078566
20000	147.0072202166065
84000	147.79636937647987
62500	148.2658092175777
126500	151.55880787653007
41000	149.75296108291033
105000	147.90314465408804
19500	149.82509505703422
83500	147.8173153296267
62000	147.96224379719524
126000	150.83980840872806
40500	148.16920473773266
104500	148.53709575142676
19000	151.23622047244095
83000	147.61532322426177
61500	148.2617230098146
125500	150.75654030966365
40000	150.33507853403142
104000	148.8256704980843
18500	150.03629032258064
82500	147.84633950120676
61000	147.35596933187296
125000	150.83226152197213
39500	149.49471830985917
103500	148.64958360025625
18000	148.61316872427983
82000	147.74190938511327
60500	147.1002202643172
124500	150.62076385153307
39000	149.8530465949821
103000	148.51191242755957
17500	149.44444444444446
81500	147.66096169519153
60000	149.1591422121896
124000	150.86046511627907
38500	151.44485294117646
102500	148.40879689521344
17000	148.6740088105727
81000	147.79146141215108
59500	148.0214446952596
123500	150.55609756097562
38000	150.4169741697417
102000	147.9663212435233
16500	149.50454545454545
80500	147.37037037037038
59000	147.6965909090909
123000	150.17979359043997
37500	151.30056710775048
101500	147.80494148244475
16000	152.09134615384616
80000	146.83388429752065
58500	148.04936854190586
122500	150.1230936819172
37000	150.23619047619047
101000	148.29619921363042
15500	153.57286432160805
79500	147.5459098497496
58000	149.0453488372093
122000	151.44064053009387
36500	149.183908045977
100500	149.59175531914894
15000	149.32994923857868
79000	148.9592875318066
57500	151.3206197854589
121500	150.82551076753174
36000	152.7804391217565
100000	149.39519359145527
14500	151.72972972972974
78500	148.81926683716966
57000	150.70574162679426
121000	150.4236725663717
35500	150.89421157684632
99500	148.69492656875835
14000	150.98882681564245
78000	148.1066552901024
56500	150.00240384615384
120500	150.84456824512534
35000	149.070281124498
99000	148.25519089082385
13500	151.05847953216374
77500	146.82508532423208
56000	149.1400966183575
120000	151.05092333519866
34500	150.97113402061856
98500	148.05712365591398
13000	149.3939393939394
77000	147.76404494382024
55500	148.90400972053462
119500	151.03766160764474
34000	149.2780082987552
98000	147.6013468013468
12500	150.46496815286625
76500	146.66810717372516
55000	148.45098039215685
119000	150.60213843556556
33500	149.13713080168776
97500	147.37567567567567
12000	150.6891891891892
76000	145.75972342264478
54500	149.29638854296388
118500	151.00283446712018
33000	149.74946466809422
97000	147.43041412084182
11500	147.08965517241379
75500	146.04882301656494
54000	148.02490660024907
118000	151.08034188034188
32500	148.03023758099351
96500	147.4136518771331
11000	152.53383458646616
75000	145.50262697022768
53500	149.76050955414013
117500	150.8760708166762
32000	149.51662971175168
96000	147.1109589041096
10500	146.15384615384616
74500	147.0435943060498
53000	149.08429118773947
117000	150.20640365923384
31500	151.37528604118992
95500	147.51414768806075
10000	140.3875968992248
74000	147.57014388489208
52500	152.49405548216646
116500	150.40828062104657
31000	148.97025171624713
95000	147.45977808599167
9500	157.57943925233644
73500	146.75787578757877
52000	151.01453104359314
116000	150.31621465666476
30500	149.14186046511628
94500	147.80669923237963
9000	147.34579439252337
73000	146.5497287522604
51500	149.78968253968253
115500	150.39965197215778
30000	151.4120481927711
94000	148.05981703026038
8500	141.01941747572815
72500	146.5264116575592
136500	151.17623956799216
51000	150.44429530201342
115000	150.60664335664336
29500	150.0462287104623
93500	148.18413597733712
8000	147.14606741573033
72000	146.38553113553112
136000	151.47430830039525
50500	151.44611186903137
114500	150.89201877934272
29000	150.4317617866005
93000	148.32667617689015
7500	152.1139240506329
71500	146.88066604995376
135500	151.0064260998517
50000	149.5525238744884
114000	150.24295774647888
28500	146.85359801488835
92500	147.43152639087018
7000	147.45833333333334
71000	146.73743016759778
135000	151.4
49500	150.2122052704577
113500	149.55340375586854
28000	147.21212121212122
92000	146.9807005003574
6500	152.44444444444446
70500	146.0195895522388
134500	151.54827413706855
49000	148.46879334257974
113000	149.19729093050648
27500	146.44871794871796
91500	146.8081896551724
6000	136.40322580645162
70000	146.97535545023698
